,loc,country
1006,d'ici et d'ailleurs.,belgië / belgique / belgien
1007,porte de la chapelle,france
1008,"juprelle, belgique",belgië / belgique / belgien
1009, aquitaine + occitanie,france
1010,"ambert, france,auvergne",france
1011,naoned,france
1012,agadir 🇲🇦,maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
1013,"baccarat, france",france
1014,pornic,france
1015,shinjuku,日本
1016,"picardie, france",france
1017,"lille, nord-pas-de-calais",france
1018,la maison usher,côte d’ivoire
1019,-160m sous terre,france
1020,"béziers, france",france
1021,absurdistan macroniste,-
1022,"perpignan, france",france
1023,babylon,العراق
1024,édimbourg ,united kingdom
1025,"jura, franche-comté",france
1026,madagascar,madagasikara / madagascar
1027,coeur de breizh mafia bzh ,-
1028,saguenay-lac-saint-jean,canada
1029,madinina valdahon,-
1030,"québec, canada 🇨🇦",canada
1031,camp de travail d’anne hidalgo,-
1032,europa,ōu
1033,coimbra portugal,portugal
1034,"eguilles, france",france
1035,aix-marseille,france
1036,"méxico, d.f.",méxico
1037,gard france,france
1038,20 | they/them ★,-
1039,78100 st germain en laye,france
1040,la grande europe,france
1041,"troie, en troade",-
1042,mayenne,france
1043,"glasgow, scotland",united kingdom
1044,"macronie, empire bancaire, fm",-
1045,arles,france
1046,"longueuil, québec",canada
1047,rouen normandie france,france
1048,𝐡𝐞/𝐡𝐢𝐦,-
1049,"tuxtla gutiérrez, chiapas",méxico
1050,tunisie / senegal ,sénégal
1051,au pays des êtres humains.,-
1052,au labo,france
1053,gard(30),france
1054,"75, france",france
1055,"namur, belgium",belgië / belgique / belgien
1056,lyon / autun / portugal ,-
1057,"dijon, bourgogne",france
1058,ile de la réunion,france
1059,"valencia, venezuela",venezuela
1060,"paris, strasbourg, napoli ",-
1061,"levallois-perret, france",france
1062,guerande,france
1063,x pays du val d aoste,-
1064,ajoutez votre localisation,-
1065,paris france,france
1066,"principal street, canada",canada
1067,"charleville-mézières, france",france
1068,lot-et-garonne,france
1069,"landes, aquitaine",france
1070,trois-rivières,canada
1071,"lausanne, suisse",schweiz/suisse/svizzera/svizra
1072,val de marne,france
1073,aux portes du macronistan,-
1074,"mont-tremblant, québec",canada
1075,"soissons, reims, paris, france",-
1076,lausanne/fribourg (ch),schweiz/suisse/svizzera/svizra
1077,gotham city,united states
1078,#franceinsoumise,-
1079,singapore,singapore
1080,yde-cameroon,cameroun
1081,"logie coldstone, scotland",united kingdom
1082,"gespunsart, champagne-ardenne",france
1083,tout prêt de toi,-
1084,loin des hommes. ,-
1085,92,france
1086,l'ère du verseau,-
1087,"france, st-etienne",france
1088,j'habite chez mon chat 😻,-
1089,à la limite du hors jeu,-
1090,saguenay,canada
1091,"havre-saint-pierre, québec",canada
1092,limousin,france
1093,fromageville,-
1094,"nantes, bretagne",france
1095,pontivy-carnac.,-
1096,vape libé tabac 9 ans ,-
1097,"le mans, france",france
1098,"haute loire, france",france
1099,"casablanca, grand casablanca",maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
1100,paris (france),france
1101,"europe, france, nord",france
1102,"gironde, aquitaine",france
1103,dordogne,france
1104,"caracas, venezuela",venezuela
1105,milky way,sesel
1106,"ajaccio, ",france
1107,grenoble,france
1108,mondstadt,-
1109,"marseille, bruxelles, eu",-
1110,bondy,france
1111,hérault (34),france
1112,"montréal, canada",canada
1113,n’djamena,tchad تشاد
1114,"rennes, bretagne",france
1115,chez mes chats et en europe,-
1116,chu amiens,france
1117,🇰🇲🇾🇪,-
1118,"madrid, spain",españa
1119,"bordeaux, fr, eu, earth",-
1120,laval,france
1121,macronistan dictatorial ,-
1122,la baule,france
1123,sipping tea. teaching english,-
1124,pas si loin en fait.,-
1125,estadio ramón de carranza,españa
1126,"caen, basse-normandie",france
1127,dans un monde meilleur,-
1128,"melun, france",france
1129,ici et  ailleurs,france
1130,paris xi,france
1131,"toulouse, 🇫🇷 || 🇨🇿",france
1132,93 gangstérisme,-
1133,lrem ue,-
1134,belgië,belgië / belgique / belgien
1135,👻lmk_973👻,lietuva
1136,the empty,united kingdom
1137,baie-comeau,canada
1138,"seine-et-marne, ile-de-france",france
1139,panamza.com/,-
1140,"genève et lausanne, suisse",schweiz/suisse/svizzera/svizra
1141,giresun uşağı💚🤍,-
1142,🇫🇷,-
1143,in the bubble,india
1144,reims france,france
1145,outre-tombe ,-
1146,"roquebrune-cap-martin, france",france
1147,vitry ,france
1148,"vienne, france",france
1149,30%,france
1150,127.0.0.1,united states
1151,he/him ♈ ,ປະເທດລາວ
1152,💍,-
1153,"umbria, italia",italia
1154,"château-thierry, france",france
1155,la croix sur gartempe,france
1156,"la france (et oui, issou !!!)",-
1157,"limonest, france",france
1158,everywhere.,ελλάς
1159,sur mon lit et toi?,-
1160,94 côté chicago,france
1161,"calvados, basse-normandie",france
1162,var cote.azur 🇫🇷,france
1163,"quelque part en nordie, sudie",-
1164,#macronie 🤔,-
1165,perpignan,france
1166,n'y est plus.,-
1167,provence-alpes-côte d'azur,france
1168,sitges,españa
1169,🇺🇲🇨🇦🇨🇭🇨🇵🇩🇿🇮🇱♓,-
1170,russie,россия
1171,marseille❤️,france
1172,guinée conakry,guinée
1173,"marne, france",france
1174,"nord, nord-pas-de-calais",france
1175,albi,france
1176,la réunion,france
1177,😊,-
1178,prozakcave,-
1179,"munich, bavière",deutschland
1180,"cachan, france",france
1181,"marseille, provence-alpes-côte d'azur",france
1182,espagne ,españa
1183,"saint-malo, france",france
1184,titan,românia
1185,"montreal, canada",canada
1186,kamerun,cameroun
1187,🔥,-
1188,"la rochelle, france",france
1189,"vernon, france",france
1190,20 001 lieux sous les mers. φ ,-
1191,"hoymille, nord-pas-de-calais",france
1192,monaco,monaco
1193,93 ma gueule,-
1194,🇨🇺🇲🇽🇪🇸🇹🇭🇧🇷🇲🇻🇬🇷,-
1195,"cambrai, france",france
1196,astrub,україна
1197,ans,belgië / belgique / belgien
1198,paris  16 ❤️,france
1199,"nièvre, bourgogne",france
1200,"san fulgencio, españa",españa
1201,loire-atlantique,france
1202,germany ,deutschland
1203,"roquebrune-sur-argens, france",france
1204,dans la mare,france
1205,ile maurice,mauritius
1206,cks,belgië / belgique / belgien
1207,stratford,united kingdom
1208,aix-en-provence,france
1209,ّ,-
1210,strasbourg france,france
1211,thousand sunny 🦁🇲🇦,united states
1212,bruxelles ,belgië / belgique / belgien
1213,rp,polska
1214,"les sables-d'olonne, france",france
1215,gueule d’ange,schweiz/suisse/svizzera/svizra
1216,england,united kingdom
1217,"toronto & sud-ouest, ontario ",-
1218,quinta do lago 🇵🇹,portugal
1219, ♥,-
1220,paname,france
1221,mexico city,méxico
1222,éditions les presses du midi,-
1223,"meslay-le-vidame, france",france
1224,"avignon, france",france
1225,c🇮🇱clr,中国
1226,"houilles, yvelines, france",france
1227,assèhem,-
1228,"regina, sask",canada
1229,république démocratique du con,-
1230,"meudon-la-forêt, france",france
1231,paris wahran,algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
1232,sherbrooke,canada
1233,paris 12e,france
1234,🙈🙉🙊,-
1235,"chaumont-gistoux, belgique",belgië / belgique / belgien
1236,"europe centrale, hongrie, pologne, tchéquie, slovaquie",-
1237,shin sekaï - wano kuni,-
1238,"la garde, france",france
1239,seychelles,sesel
1240,chez maman,united states
1241,trinityville,jamaica
1242,kentin’s arms ,-
1243,"cannes, france",france
1244,"bailleul, france",france
1245,cambrai france,france
1246,stade de france ,france
1247,"geneva, switzerland",schweiz/suisse/svizzera/svizra
1248,fougères(35),france
1249,amiens,france
1250,paris - vilnius - minsk,-
1251,i block racists & xenophobes,-
1252,partout et nulle part,-
1253, rte🇹🇷,france
1254,..••***sur terre...•••*****,belgië / belgique / belgien
1255,pandemonium,united kingdom
1256,"üt: 45.550409,-73.624748",-
1257,à tes côtés,france
1258,"helsinki, finland",suomi / finland
1259,tu connais,france
1260,malakoff,france
1261,out of this world,united kingdom
1262,"deauville, lisboa, paris,milan",-
1263,soul society,србија
1264,st hilaire la forêt,france
1265,gratianopolis,-
1266,q | r & a ☁️,brasil
1267,"dieppe, france",france
1268,"boulogne-billancourt, france",france
1269,"dubai, united arab emirates",الإمارات العربية المتحدة
1270,"cape canaveral, fl",united states
1271,lixheim,france
1272,kinshasa,république démocratique du congo
1273,le labo,france
1274,+=+,-
1275,🇫🇷 rhône-alpes,france
1276,quelques part dans le monde ,-
1277,"france, japon",france
1278,"cotonou, république du bénin, ",bénin
1279,banlieue parisienne,france
1280,centre-val de loire 🇫🇷,france
1281,guadeloupe vie,france
1282,somewhereland,-
1283,centre de quelque part,france
1284,"paris / mulhouse, france ",france
1285,"hawkins, usa",united states
1286,"bruxelles, 4è étage à gauche",-
1287,meme moi jsp ,-
1288,ambarino,-
1289,matane,canada
1290,espèce erratique,-
1291,village d’ame 🌧,brasil
1292,annecy,france
1293,québec (canada),canada
1294,dictature française ,-
1295,"bretteville-sur-odon, france",france
1296,quelque part ailleurs...,-
1297,troyes (10),france
1298,saône-et-loire ,france
1299,paris / toulouse,france
1300,nouveau monde ,france
1301,"matane, québec",canada
1302,2y6m,-
1303,devant mon smartphone souvent,-
1304,ile,france
1305,heaven,united kingdom
1306,confiné pour 2 ans,-
1307,"domdidier, suisse",schweiz/suisse/svizzera/svizra
1308,"rethel, france",france
1309,sudiste ⓜ️,eesti
1310,"gers, midi-pyrénées",france
1311,nantes - france,france
1312,"méounes-lès-montrieux, france",france
1313,montréal,canada
1314,"lyonnaise, sarkozyste ",-
1315,terre ,ኢትዮጵያ
1316,"berlin, germany",deutschland
1317,"rickmansworth, east",united kingdom
1318,"vichy, france",france
1319,𝑈𝑛 𝑎𝑢𝑡𝑟𝑒 𝑚𝑜𝑛𝑑𝑒 ✨,-
1320,tlse,france
1321,astrub & orgrimmar,-
1322,grizzly hills,united states
1323,"villé, france",france
1324,"laon, france",france
1325,#montaigu-vendée,france
1326,rouen       ,france
1327,qc,canada
1328,jl house,indonesia
1329,"porrentruy, suisse",schweiz/suisse/svizzera/svizra
1330,france/paris,france
1331,sur ce qu'on appelle la terre,-
1332,"sucé-sur-erdre, france",france
1333,avignon,france
1334,"currently in dakar, senegal",-
1335,"tassin-la-demi-lune, france",france
1336,chocolatine,france
1337,bastia,france
1338,konoha 🍜,日本
1339,fra,deutschland
1340,grand casablanca,india
1341,日本 東京 ,日本
1342,"tournefeuille, france",france
1343,laughtale,-
1344,tijuana. mexico,méxico
1345,"france, angers ",france
1346,"yaracuy, venezuela",venezuela
1347,le touquet paris-plage/paris,france
1348,en vaccinie en 2021,-
1349,"fabreville, quebec, canada",canada
1350,partout même dans ton trou,-
1351,france  bretagne,france
1352,dans une galaxie lointaine,-
1353,𝐬𝐡𝐞/𝐡𝐞𝐫,-
1354,bangladesh,বাংলাদেশ
1355,au zep!,australia
1356,granby (québec),canada
1357,100% complotiste ,-
1358,nantes. ,france
1359,"guéthary, france",france
1360,guess where nigga❄️,-
1361,"charente, poitou-charentes",france
1362,isère,france
1363,somewhere peaceful,-
1364,"saint-nazaire, france",france
1365,"brussels, belgium",belgië / belgique / belgien
1366,pas ici ,france
1367,taxi à nice,france
1368,"paris, île-de-france, france",france
1369,hatchoune-yemak,-
1370,"london, ontario",canada
1371,dans un pot de marmite,-
1372,"suisse, france",france
1373,"valais, suisse",schweiz/suisse/svizzera/svizra
1374,terres australes et antarctiqu,-
1375,"saint-benoit, réunion",france
1376,ma chambre,cameroun
1377,"haute-garonne, midi-pyrénées",france
1378,chez oim,france
1379,district de shiganshina,-
1380,je suis...,bolivia
1381,melun /montauban/toulouse,-
1382,"live in montreal, from lisbon",-
1383,she/they/flower|poc|carrd byf,-
1384,sur mars ,france
1385,"finistère, bretagne",france
1386,tls,france
1387,madinina,france
1388,"montréal, québec, canada",canada
1389,"caen, royaume de france",-
1390,matoury (french guiana),france
1391,lucky land,日本
1392,"wimereux, france",france
1393,"amiens, france",france
1394,pouet,france
1395,you kill my mind 𓆉 | she/her,-
1396,"salon-de-provence, france",france
1397,france - paris,france
1398,provence-alp,france
1399,#blacklivesmatter,-
1400,loir et cher ,france
1401,poitiers (86),france
1402,"nevers, france",france
1403,"2 avenue d’alsace, strasbourg",france
1404,"lauzun, france",france
1405,"capbreton, france",france
1406,metz/nancy,france
1407,"la seyne-sur-mer, france",france
1408,nuketown,-
1409,france     mamot.fr/@chacha31,-
1410,libreville,gabon
1411,ailleurs...loin de l'emballage,-
1412,"tourcoing, france",france
1413,charleroi,belgië / belgique / belgien
1414,l'arène ,france
1415,ولد بلاد,اليمن
1416,out of this world 🛸,united kingdom
1417,t'es bg wsh,-
1418,façade atlantique 🌊,france
1419,🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺,-
1420,dann la kour,-
1421,jérusalem/paris,france
1422,bourgogne/franche-comté,france
1423,"boston, ma",united states
1424,millie bobby brown +tommo+dua ,-
1425,marseille / idf,france
1426,"racines, trentin-haut-adige",italia
1427,⬇️☀️,-
1428,"ouistreham, france",france
1429,"palm bay, florida",united states
1430,noumea,france
1431,zambie,zambia
1432,us,united states
1433,"surduk,serbia",србија
1434,grand-est,france
1435,"johannesburg, south africa",south africa
1436,germany,deutschland
1437,livet er nå 💫 she/her-elle,-
1438,wallis and futuna,france
1439,claymore country,united states
1440,"berne, suisse",schweiz/suisse/svizzera/svizra
1441,he/them,deutschland
1442,89,france
1443,"laguna beach, ca",united states
1444,paris / bretagne / france,france
1445,marine ford,canada
1446,brussels / louvain-la-neuve,-
1447,13 🌞 77 ,türkiye
1448,t(-.-t),deutschland
1449,le gosier - guadeloupe,france
1450,"ue (rt,like pas approbation)",-
1451,‎ ‎دكالة | برشيد ,-
1452,"tresserve, savoie, france",france
1453,"semécourt, france",france
1454,rhône-alpes ,france
1455,"moselle, lorraine",france
1456,west-vloandern,belgië / belgique / belgien
1457,"pontevedra, españa🇪🇸",españa
1458,"morlaix, france",france
1459,vézac (dordogne),france
1460,paris *92-91*,united kingdom
1461,caen - normandie,france
1462,paris et le coeur en bzh,-
1463,univers,shqipëria
1464,bf: ouagadougou🇧🇫,burkina faso
1465,76,france
1466,"cagnes-sur-mer, côte d'azur",france
1467,vous êtes ici,france
1468,"liverpool, england",united kingdom
1469,around paris,-
1470,chez zelal,-
1471,calia,perú
1472,metz,france
1473,"recanati, marches",italia
1474,interstices,united states
1475,rhône alpes,france
1476,verton ,france
1477,"evreux, france",france
