,loc,country
18279,👽,-
18280,"resistencia, chaco - argentina",argentina
18281,"iowa, usa",united states
18282,"pilar, paraguay",paraguay
18283,"amsterdam, north holland",nederland
18284,barinas. estado barinas,venezuela
18285,quito_ecuador,ecuador
18286,valle de atriz,colombia
18287,asunción- paraguay,paraguay
18288,www.facebook.com/futpicante,-
18289,donde se rompen las olas.,-
18290,"üt: -2.864188,-78.779395",-
18291,"ohio, usa",united states
18292,r’lyeh,guernsey
18293,extrañando a bangtan,-
18294,saúl ñíguez,-
18295,"estepona, españa",españa
18296,manabí - santo domingo,ecuador
18297,contactless society ,-
18298,corrientes capital,argentina
18299,l. a.,philippines
18300,ccs-vzla,-
18301,moralzarzal,españa
18302,"downtown, vancouver",canada
18303,madagascar del revés,france
18304,san fernando - cádiz,españa
18305,t.lauquen.bs.as,-
18306,221b baker street ,united kingdom
18307,vietnam,việt nam
18308,soacha,colombia
18309,"bulnes, chile",chile
18310,madrid - strasbourg📍,france
18311,méxico🤠🇲🇽,méxico
18312,#plomorevolucionario,-
18313,argentina buenos aires ,argentina
18314,"terra do pão de queijo, uai ♡",-
18315,barcelona / murcia,españa
18316,sin dioses/héroes/políticos.,-
18317,"manizales, caldas, colombia",colombia
18318,zaraza estado guárico,venezuela
18319,madrid - jeré,-
18320,ecuador - guayaquil,ecuador
18321,todo el salvador,españa
18322,pcia bs as..hoy en córdoba,-
18323,venezuela edo miranda,venezuela
18324,popayán.,colombia
18325,"albocàsser, españa",españa
18326,"edo. miranda, venezuela",venezuela
18327,salto buenos aires ,argentina
18328,"sal, centroamérica",-
18329,"defectuoso federal, mexico",-
18330,la paz bcs,méxico
18331,"torrelodones, españa",españa
18332,anywhere but spain,-
18333,"santiago metropolitan region, chile",chile
18334,madrid. y de jaennipollas.,-
18335,"benacazón, españa",españa
18336,diferentes localizaciones,-
18337,"atrás de los volcanes, méxico.",-
18338,bulevar artigas 1569,uruguay
18339,schitt’s creek ,canada
18340,space🚀,united states
18341,"soyapango, el salvador",el salvador
18342,gandesa,españa
18343,"#posadas, #misiones, argentina",argentina
18344,cali valle  colombia,colombia
18345,"querétaro, qro",méxico
18346,baja california norte,méxico
18347,meridiano 74°,méxico
18348,bogotá- colombia,colombia
18349,22 |sti-pop| s/h,-
18350,venezuela bainitas,-
18351,vallecas,españa
18352,"c/ desengaño, 21",españa
18353,guayaquil.,ecuador
18354,argentina -buenos aires,argentina
18355,los rios - magallanes y biobio,-
18356,🇮🇨 | he/she/they,united states
18357,"j-town, chihuahua, mexico",méxico
18358,cantón del amor ❤️,ecuador
18359,"san jose de ocoa, rd.",república dominicana
18360,harbar,ایران
18361,"paraná, entre rios",brasil
18362,bogotá d. c. - colombia,colombia
18363,"san antonio de padua, ba ",argentina
18364,en el desierto 🔥,españa
18365,"alaquàs, españa",españa
18366,  washington dc usa,united states
18367,uruguay - mercosur,uruguay
18368,rep. separarista de burzaco,-
18369,dianna,perú
18370,hanoi,việt nam
18371,peronia del sur ,-
18372,"puno, peru",perú
18373,melmac,jamaica
18374,"salvador alvarado, sinaloa",méxico
18375,"pawnee, il",united states
18376,patria grande y soberana,-
18377,villahemosa; tabasco.,-
18378,san francisco solano,argentina
18379,x'ʟᴀɴᴅ ,deutschland
18380,oviedo cerrao por barbón 😠,-
18381,22° 55′ 52″ s — 42° 29′ 47″ w,-
18382,más allá de todo.,-
18383,general ángel flores #960 pte.,-
18384,ciudad de cagadas,-
18385,"veracruz, ver🇲🇽",méxico
18386,follow shawn | she/her,-
18387,getxo euskadi. nativa d ferrol,-
18388,guatemala c.a.,cuba
18389,en modo incógnito,-
18390,anti-comunista,-
18391,ingeniero jacobacci,argentina
18392,🌅argentina🇦🇷lp-bsas.,-
18393,dios no se muda.,-
18394,hell🔥,united states
18395,"la paz, venezuela",venezuela
18396,idle town,united kingdom
18397,en las calles del mundo.,-
18398,she/her denise♡,-
18399,andalucía-madrid reino de 🇪🇸,-
18400,entre el cielo y la tierra.,argentina
18401,n 10� 27' 0'' / w 66� 6' 0'',-
18402,getafe/fuenla/candeleda ,-
18403,sosvenezuela- miami,-
18404,"según llegas a endor, ahí.",-
18405,san francisco morazan,el salvador
18406,nave nodriza,-
18407,rionegro (antioquia),colombia
18408,cinturon de kuiper. ,méxico
18409,"villa san lorenzo, argentina",argentina
18410,universo via lactea,-
18411,mαɠιƈ sԋσρ,-
18412,centro medico abc observatorio,-
18413,los angeles-chile,chile
18414,╱  ♡ — 𝟑𝟏𝟎𝟏%𝐃𝐀𝐘𝟔,magyarország
18415,perú es de puta madre. ,-
18416,"dallas, texas",united states
18417,pjm+jjk.♡,-
18418,san miguel peru ,perú
18419,"hudson, pcia. de bs. as. argen",-
18420,"al-khobar, damman",السعودية
18421,basauri-bizkaia,españa
18422,valle nacional oaxaca,méxico
18423,talcahuano   región   bío-bío ,chile
18424,"manta, manabí, ecuador",ecuador
18425,"üt: 10.6564,-71.65702",-
18426,"huehuetoca, méxico",méxico
18427,"dajabón, rep.dom",-
18428,las heras/mendoza/argentina,argentina
18429,las piedras  ( canario) ,uruguay
18430,read my carrd !!!,-
18431,al sur,chile
18432,"temuco, la araucanía",chile
18433,cualquier lugar.,-
18434,"alcalá de henares , madrid",españa
18435,vargas-venezuela,venezuela
18436,teleuniverso santiago,-
18437,instagram: iris_wirisss ,-
18438,santa cruz de tenerife ,españa
18439,"gral. alvear , mendoza",-
18440,10.16.11,österreich
18441,"new south wales, australia",australia
18442,"dentro de un libro, pintando por el mediterráneo.",-
18443,republic bolivarian of matanza,-
18444,en la pendeja...🖤    ,españa
18445,snowden,united states
18446,puerto iguazú- a. del valle.,-
18447,"cuarentena, chile",-
18448,islas caimán (llegando),-
18449,santiago do chile,chile
18450,fans no.1  mis héroes,-
18451,temuco/valdivia,chile
18452,ciudadano del planeta tierra,-
18453,"mataró, españa",españa
18454,queretaro méxico,méxico
18455,limen,中国
18456,🇵🇾 ,-
18457,"chepen, peru",perú
18458,hill valley,日本
18459,є¢υα∂σя ραíѕ ∂є ℓαѕ мαяανιℓℓαѕ,-
18460,san diego - south bay,united states
18461,valencia venezuela!!!!!!!!,venezuela
18462,"algunas veces, en casa!",-
18463, el paraiso,honduras
18464,soy de donde estoy,-
18465,"edificio corona ñuñoa, chile",-
18466,in my mind,-
18467,"l' alpujarrah, ' l' andalus",-
18468,@coronacionbanda,-
18469,"tenares, dominican republic",república dominicana
18470,"silla, valencia",españa
18471,bucaramanga - colombia ,colombia
18472,granada ,españa
18473,madrid/london,españa
18474,patagonia ,argentina
18475,united states of eurasia,united states
18476,"pamplona, navarra",españa
18477,navalmoral |•| cáceres,españa
18478,en algún hospital.,-
18479,"stevensville, ontario, canada ",canada
18480,unam fac. de psicología,-
18481,a coruña - galicia,españa
18482,"tarapacá, chile",chile
18483,te siento tan distante y tan c,-
18484,ramallo-buenos aires,argentina
18485,méxico city.,méxico
18486,"almonte, españa",españa
18487,"𝗦𝗼𝗻𝗼𝗿𝗮, 𝗠𝘅",-
18488,"capital - salta, argentina",argentina
18489,"rincón de bucio, timilpan ",-
18490,"león, guanajuato🇲🇽",méxico
18491,calle estado 177- rancagua.,chile
18492,"av. elmer faucett 3970, callao",perú
18493,"üt: 4.723117,-74.038484",-
18494,ingeniero maschwitz,argentina
18495,"madrid, unión hispánica",-
18496,san ignacio mnes-py ❤️,argentina
18497,idris-alacante,-
18498,"sant adrià de besòs, españa",españa
18499,melipilla chile,chile
18500,cienfuegos,cuba
18501,spain - valencia,españa
18502,"occidente, pacifico y centro, méxico",-
18503,"sant boi, barcelona",españa
18504,inyeop ,-
18505,venezuela zulia ,venezuela
18506,"niebla, huelva, españa",españa
18507,santa cruz del valle ,españa
18508,"av.53 810, la plata",argentina
18509,carlos casares (bs as) arg,-
18510,"la calera, argentina",argentina
18511,al sur del cielo,brasil
18512,san cristóbal venezuela,venezuela
18513,ca.ba. argentina ,-
18514,"marbella, costa del sol",españa
18515,acarigua portuguesa,venezuela
18516,ciudad de guatemala ,guatemala
18517,low flowers land of the fafafa,-
18518,slp mexico,méxico
18519,"üt: 19.394634,-99.16238",-
18520,"torrecampo, españa",españa
18521,ferrolterra.,españa
18522,falcòn/zulia,venezuela
18523,tres cantos. madrid,españa
18524,"📍 arroyo cabral, córdoba",argentina
18525,"üt: 26.1134193,-80.3129906",-
18526,valparaíso/cerro navia,-
18527,ahora en cualquier lugar..ahí,-
18528,caroliciouslandia 💗,-
18529,castillo de chapultepec,méxico
18530,barcelona-anzoategui-venezuela,venezuela
18531,berlín,deutschland
18532,world citizen ,-
18533,"bogotá d.c., bogotá d. c.",colombia
18534,"madrid, barcelona",españa
18535,"santiago, chile. ñuñoa",chile
18536,culo del mundo,españa
18537,fantansy world,-
18538,felicilandia!!!🎪🤡🤹‍♀️🎠🎢🎡,-
18539,queteimporta,-
18540,plaza de mayo,argentina
18541,en algùn lugar!,paraguay
18542,maracaibo- edo.zulia,-
18543,av. alcalde 1220,méxico
18544,"juchitepec, méxico",méxico
18545,dead as hell,-
18546,"villada, españa",españa
18547,popayán-la ciudad blanca,colombia
18548,0.0000048481322 pársec del sol,-
18549,en la tierra de benito juarez,-
18550,"victoria tamps, mx",méxico
18551,"coria del río, sevilla",españa
18552,"vincennes, francia 🇨🇵",france
18553,sjo,costa rica
18554,barranquilla.,colombia
18555,estado amazonas - venezuela,venezuela
18556,"tarragona , cataluña , españa",españa
18557,sierra chica; argentina.,argentina
18558,mexicalpando de las tunas,-
18559,en un electrón,-
18560,🇦🇷 & 🇺🇾 ,-
18561,nosalgodemicama,-
18562,tu corazón ,ecuador
18563,"san javier, misiones",argentina
18564,hospital de muñecos,argentina
18565,santiago total landscaping,-
18566,"morelia michoacán, méxico",méxico
18567,"san pedro de macoris, r.d",república dominicana
18568,gz,السودان
18569,probably in bed,-
18570,buzzing 🍯,united states
18571,en un bello lugar..,-
18572,medellín /buenos aires/bogotá,-
18573,louist91,-
18574,américa del sur. ,south america
18575,monterrey 🇲🇽,méxico
18576,"saragosse, espagne",españa
18577,"üt: 40.872134,-73.908088",-
18578,new york ny,united states
18579,"cali , colombia",colombia
18580,latinoamérica.,argentina
18581,baruta edo miranda venezuela,-
18582,"utrera, españa",españa
18583,gral deheza- cba,-
18584,región lima,paraguay
18585,staying home,-
18586,"reinosa, españa",españa
18587,"47,000 fts.",-
18588,villa luro caba (argentina),argentina
18589,"el salvador, san salvador",el salvador
18590,cartagena/colombia,colombia
18591,bugueños aires.,-
18592,cornella de llobregat,españa
18593,región de aysén ,chile
18594,"godella, españa",españa
18595,en un lugar de mi amada patria,-
18596,nos estan persiguiendo!!!!,-
18597,...un lugar llamado mundo,-
18598,"rawson, argentina",argentina
18599,"simojovel, chiapas",méxico
18600,catia la mar,venezuela
18601,comodoro rivadavia. chubut. patagonia argentina,argentina
18602,"el aire, nube 7.",-
18603,🇩🇴 dominican republic ,república dominicana
18604,kito con k,-
18605,milladoiro,españa
18606,"es castell, españa",españa
18607,"monterrey, mex",méxico
18608,"guayaqul, ecuador",-
18609,por aquí estoy,-
18610,coronel,chile
18611,polán (toledo),españa
18612,juan de rada,españa
18613, cerca del lencho,-
18614,república de panamá,panamá
18615, cool place 💿,united states
18616,mendoza ❤️ barcelona ,argentina
18617,"calle 23 # 64, esq p, vedado, ",-
18618,23 de enero,venezuela
18619,"orange county, nc",united states
18620,si es evidente no se pregunta,-
18621,bolivar-venezuela.,venezuela
18622,"reino de granada, españa",españa
18623,"miami, estados unidos",united states
18624,saturn,deutschland
18625,𝐧𝐜𝐭/𝐰𝐚𝐲𝐯 • 𝐭𝐰𝐢𝐜𝐞,-
18626,centro américa ,argentina
18627,"manuare, venezuela",venezuela
18628,cooper's crater,new zealand / aotearoa
18629,"san pedro sula, honduras ",honduras
18630,aqui mismo!,españa
18631,brooklyn 1917,south africa
18632,madrid-sevilla,españa
18633,méxico 😎😎😎😎😎😎,méxico
18634,liberalismo-libertario,-
18635,en algun lugar cerca de ti.,-
18636,🇭🇳,-
18637,"panchimalco, el salvador",el salvador
18638,antigua república yugoslava de,-
18639,municipio sucre,venezuela
18640,mare mediterraneum,hrvatska
18641,"bello, antioquia, colombia ",colombia
18642,tierra heroica. 🇻🇪,méxico
18643,"üt: 19.424517,-99.172095",-
18644,"cundinamarca, colombia.",colombia
18645,poland. the land of po,-
18646,"aldeamayor de san martín, espa",-
18647,king's landing,united states
18648,#roma #italia,portugal
18649,euskadi/ málaga,españa
18650,"ast, english studies",-
18651,"us: 29.075150,-110.958549",-
18652,en tus bragas quiero estar ,-
18653,"adelaide, south australia",australia
18654,"üt: 18.47522,-69.936273",-
18655,iquitos,perú
18656,liverpool,united kingdom
18657,"palmares, costa rica",costa rica
18658,"barcelona, catalonia",españa
18659,glew,argentina
18660,diti,საქართველო
18661,guanta edo anzoategui,-
18662,guadalajara méxico,méxico
18663,hospital universitario la paz,españa
18664,homeless,australia
18665,bogotá d.c.™,colombia
18666,log city,australia
18667,el hierro. canarias.,españa
18668,san rafael,united states
18669,en la nación de quetzalcoatl,-
18670,pais méxico,nederland
18671, 😂,-
18672,"aoiz, españa",españa
18673,santiago de león de caracas ,chile
18674,"chascomús, argentina",argentina
18675,segovia (spain),españa
18676,jose clemente paz - argentina,argentina
18677,en algún lugar de buenos ,-
18678,"barcelona, catalonia. spain-eu",españa
18679,مجريط mağrĭt - madrid,-
18680,valledupar - cesar - colombia,colombia
18681,"chimalhuacan
",méxico
18682,@unióndeluchas,-
18683,recoleta,argentina
18684,"caracas, 🇻🇪",venezuela
18685,entre fuengirola y sevilla,-
18686,jameika,jamaica
18687,"45.4642° n, 9.1900° e",italia
18688,"argentina, donde pasa de todo",-
18689,venice beach,united states
18690,nación del fuego,argentina
18691,la matanza na as argentina ,-
18692,tribuna mario lepe,-
18693,santa barbara - barinas,venezuela
18694,villa de soto - córdoba.-,argentina
18695,lorca (murcia),españa
18696,pouso alegre. brasil,brasil
18697,"región de aysén, chile",chile
18698,p.sherman 42 wallabyway sydney,-
18699,cordón ind. del gran rosario,-
18700,corriendoachacatense&chicago,-
18701,"manhattan, new york",united states
18702,pedro escobedo querétaro,méxico
18703,"lanús, bs. as., argentina",argentina
18704,#siempreantequera,-
18705,"montréal, québec, canada ",canada
18706,matehuas san luis potosí,-
18707,"冬 ⌕ skz, anitta ♡︎ 🏡",-
18708,"bahía blanca, argentina     ",argentina
18709,"la plata, buenos aires ",argentina
18710,"bueu, pontevedra",españa
18711,nowhere\everywhere,-
18712,saavedra,argentina
18713,bts nominado al grammy!!,-
18714,"cancún, méxico. ",méxico
18715,rafaela - argentina,argentina
18716,"ciudad guayana, edo bolivar.",-
18717,"capital - mendoza, argentina",argentina
18718,eldorado misiones argentina,argentina
18719,shithole,canada
18720, paraguay🇵🇾,paraguay
18721,"orizaba, veracruz",méxico
18722,narcolombia de uribe y duque.,-
18723,"mexicali, b.c.",méxico
18724,argentina 🧉,argentina
18725,en un castillo,france
18726,"todos santos & los cabos, bcs",méxico
18727,tecamac,méxico
18728,vigo - spain,españa
18729,"san cristóbal, caba",argentina
18730,"üt: 25.623185,-103.384655",-
18731,"peñaflor, malloco",chile
18732,soy feliz viviendo una vida tranquila,-
18733,"la puebla de cazalla, españa",españa
18734,"los teques, estado miranda.",venezuela
18735,"segorbe, españa",españa
18736,"gandia
",españa
18737,gea ,united states
18738,dominican rep - japan,-
18739,"pachuca de soto, hdiaglo, méx.",-
18740,los guayos estado carabobo,venezuela
18741,"david, chiriquí - panamá",panamá
18742,"la habana, cuba🇨🇺",cuba
18743,"38.8709965,-77.0559533",united states
18744,all bats city,nederland
18745,universe 25,united states
18746,ass of the world,-
18747, argentina.,argentina
18748,  coach marketing&nutrición,-
18749,deep camboya,-
18750,san luicho potosi,-
18751,"guadalupe, spain",españa
18752,"anápolis, brasil",brasil
18753,irapuato ,méxico
18754,"titirilquén, chile. ",-
18755,san sebastián/bilbao,chile
18756,murcia - la torre - férez,-
18757,ghaliza,-
18758,"tarragona, espanya",españa
18759,escribo desde la cama,-
18760,"san mateo atenco, méxico",méxico
18761,en camino.,españa
18762, república dominicana.,república dominicana
18763,"haedo, argentina",argentina
18764,"tejupilco, méxico",méxico
18765,#redamlover,-
18766,port de pollença,españa
18767,mlg-bcn,-
18768,#pokemongo 9092 0999 1545,-
18769,coast uk,united kingdom
18770,la habana-cuba 🇨🇺 ,cuba
18771,en to el fregao,-
18772,lomas de zamora. buenos aires,argentina
18773,la patria grande. ,argentina
18774,follow me 👉,united states
18775,zavalla ,united states
18776,la perla,méxico
18777,inmortal ciudad de zaragoza,-
18778,ϟ,argentina
18779,"rafaela, argentina",argentina
18780,"pinarejo, qnk",-
18781,coro falcón,venezuela
18782,south heaven,australia
18783,btspop💿,-
18784,donde menos te lo imaginas.,-
18785,en el universo de la justicia ,-
18786,📱 +593 983799198,polska
18787,"arequipa, perú",perú
18788,"carabanchel ,madrid.",españa
18789,en tu refrigerador,-
18790,"mexico,d.f.",méxico
18791,méxico d.f:,méxico
18792,cba-pilar,argentina
18793,cabrero/concepción,chile
18794,alto valle diverso río negro. ,-
18795,she!her ||-//,polska
18796,"capital federal,belgrano",argentina
18797,capital del sentimiento!!! py,-
18798,"san vicente, argentina",argentina
18799,grupo de puebla,españa
18800,en un rincón del mundo virtual,-
18801,øø:øø:øø,united states
18802,"c.a.b.a , argentina",argentina
18803,montecristi rep. dom.,-
18804,en el nautilus con el cap nemo,-
18805,león/galicia,españa
18806,b.a.g.f.m la carlota,-
18807,perú- lima,perú
18808,"pittsburgh, pa",united states
18809,"chilpancingo,guerrero.",méxico
18810,"auschwitz, texas",-
18811,"idiazábal córdoba, argentina",argentina
18812,arona - italy,italia
18813,debajo de la cama de tu vieja.,-
18814,purgatory,united states
18815,"tampico, méxico",méxico
18816,"mendoza, argentina✨",argentina
18817,"la boca , argentina",argentina
18818,en el aquí y en el ahora,-
18819,o barco-ourense ,españa
18820,"argentina, buenos aires.",argentina
18821,marratxi (baleares),españa
18822,la vila joiosa - gandia,-
18823,"yuma county, arizona",united states
18824,fan account bᥱᥲch cıtч.,-
18825,"zona sur, gba",-
18826,bosque de para uno - asunción,-
18827,mendoza. argentina,argentina
18828,chaco,argentina
18829,**\u/**   ,venezuela
18830,neiva - huila,colombia
18831,"argentine, mi",united states
18832,"calle ferraz 43, madrid",españa
18833,"hyde park, ny",united states
18834,"bogotá d,c,",colombia
18835,"picos gemelos, argentina",argentina
18836,"quilmes, argentina.",argentina
18837,"banfield, argentina",argentina
18838,"torreón, comarca lagunera",-
18839,"pretoria, south africa",south africa
18840,"salinas, ecuador",ecuador
18841,"villaflores, chiapas",méxico
18842,"df, méxico.",méxico
18843,burgos ↔ logroño,españa
18844,ojalá en tu cama ,-
18845,partido de san martín,argentina
18846,en donde quiero estar,-
18847,rca. de luque ,-
18848,rep. maradoneana de peronia,-
18849,"méxico, df (ciudad de méxico)",méxico
18850,defectuoso,-
18851,"📍artigas, uruguay",uruguay
18852,"madrid, sevilla y elche",-
18853,", nuevo león",méxico
18854,"ingolstadt, deutschland",deutschland
18855,las flores,honduras
18856,🇦🇷san luis 🛫 mallorca🇪🇸,colombia
18857,"buenos aires, quilmes",argentina
18858,lpa / mad / tinoca alto,-
18859,san vicente ,el salvador
18860,slm tam. se unió junio de 20,-
18861,"florida, cuba",cuba
18862,navegando con la golden caster,-
18863,mec - ec,ecuador
18864,❂❂❂,-
18865,en la tierra de campeones,-
18866,salamanca gto,méxico
18867,málaga capital ,argentina
18868,barcelona - venezuela,venezuela
18869,"entre mar, cielo y cordillera",-
18870,san pedro jujuy,argentina
18871,xumanh-an/chumanh a,-
18872,desde mi inofensivo iphone,-
18873,las cañitas,argentina
18874,"üt: 10.995413,-74.813665",-
18875,emilio's heart,philippines
18876,los angeles county,united states
18877,"mosquera,  colombia",colombia
18878,"providencia, santiago, #chile ",chile
18879,@xolotlshop,-
18880,mercedes buenos aires,argentina
18881,"📄🏷 ›  𝗠𝗮𝗱 𝘄𝗼𝗺𝗮𝗻! 𝚃𝚛𝚊𝚌𝚔, 𝟶𝟷: every time you call me crazy, i get more crazy what about that? 𝗧𝗮𝘆𝗹𝗼𝗿 𝗦𝘄𝗶𝗳𝘁, ♡.",-
18882,ecudor,-
18883,"managua, nicaragua ",nicaragua
18884,cuellar,españa
18885,"el bolsón, río negro, argent.",-
18886,"dénia, comunidad valenciana",españa
18887,el cercano y salvaje oeste,-
18888,de ecatepec para el mundo. ,-
18889,"av. insurgentes sur, #228 .",méxico
18890,"𝙲𝚊𝚙 𝟷, 𝚙𝚊𝚐 𝟸𝟶: i want you, and i want you forever. one lifetime is simply not enough for me, isabelle.",-
18891,los pilares de la creación,-
18892,l. a. coruña,españa
18893,bikini bottom,việt nam
18894,"prato, toscana",italia
18895,south korea,대한민국
18896,yopal,colombia
18897,"belo horizonte, brasil",brasil
18898,"talinay, cordillera ",chile
18899,seville,españa
18900,metrobus en mexico d. f.,-
18901,vargas lo mejor de venezuela,-
18902,sydney australia ,australia
18903,av rivadavia y acoyte,argentina
18904,"ripollet, catalunya ",españa
18905,"zihuatanejo, guerrero",méxico
18906,"tequisquiapan, querétaro artea",-
18907,caracas | venezuela,venezuela
18908,una choca en yucatan ,-
18909,"whittier, ca",united states
18910,"oro verde, argentina",argentina
18911,levante,italia
18912,méxico d.  f. ,méxico
18913,louis tomlinson,-
18914,"santiago, la florida",chile
18915,"trujillo, peru cartavio",perú
18916,cumanayagua,cuba
18917,"sandy, ut",united states
18918,"deltona, fl",united states
18919,a,ประเทศไทย
18920,"baja, mexico",méxico
18921,gdl  ,portugal
18922,republica de peronia 🇦🇷,-
18923,"villa gral belgrano, argentina",argentina
18924,santa pola,españa
18925,alameda con maestranza,-
18926,rosario. argentina ,argentina
18927,lanús argentina,argentina
18928,en la reina del plata,-
18929,"río tercero, cba/empalme, vc.",-
18930,"chilpancingo,gro. méxico",méxico
18931,in love with a 90s ghost band ,-
18932,morteros,argentina
18933,"moreno, buenos aires",ecuador
18934,"castell, bonn",deutschland
18935,"la unión, chile",chile
18936,"córdoba, argentina ",argentina
18937,no soy de aqui,-
18938,república de santa fe,méxico
18939,"resistencia-chaco, argentina.",argentina
18940,entrepinos (madrid) ,españa
18941,"san pedro sula, cortes, hn",honduras
18942,"lucas do rio verde, brasil",brasil
18943,andorra.  ,andorra
18944,"istmina, colombia",colombia
18945,en mansión,france
18946,bibliotecario fiorentino,-
18947,tristan ,united states
18948,gujarat/mumbai,india
18949,"lima,lethbridge y otras..",-
18950,lima; peru south america,-
18951,argentina -còrdoba -capital,argentina
18952,telecom rosario canal 07,-
18953,"región leonesa, españa",españa
18954,en el culo de europa,-
18955,gondor  ,liberia
18956,"solis de mataojo,lavalleja",uruguay
18957,"20.65348,-103.329563",méxico
18958,"guanajuato, méxico ",méxico
18959,las condes ,chile
18960,amsterdam-holanda,nederland
18961,mora (toledo) españa,españa
18962,maracaibo edo- zulia,-
18963,praga (república checa),česko
18964,avellaneda/claromecó ,-
18965,provincia de córdoba,argentina
18966,"sonson, colombia",colombia
18967,ñeñekistán,-
18968,"el futuro es hoy, dura poco.",-
18969,"capital - córdoba, argentina",argentina
18970,"ibarreta, formosa",argentina
18971,frontera sur de ramos mejía,-
18972,matamoros coahuila,méxico
18973,真野の恵里菜berg japón ,-
18974,"zitácuaro, michoacán, méxico.",méxico
18975,entre granada y jaén ,-
18976,"manizales, caldas",colombia
18977,sur de chile😷😷😷,chile
18978,"de madrid, madrid.",españa
18979,"carabobo, venezuela ",venezuela
18980,"general pueyrredón, argentina",argentina
18981,harry´s cute dimple,-
18982,mendoza- argentina,argentina
18983,libre voy,france
18984,trabajo,united states
18985,del valle!🏡 // bolívar 🌴,colombia
18986,"barakaldo, españa",españa
18987,mcbo,united states
18988,pmc,chile
18989,ʇunoɔɔɐ uɐɟ ɐpʎǝɯןɐ sɐıʇɐɯ,-
18990,me he perdido.,-
18991,——/,-
18992,izcalli,méxico
18993,東京、日本国,日本
18994,hond,india
18995,sarria,españa
18996,"distrito 12,the shire, españa",-
18997,dando vueltas,-
18998,tocuyito venezuela,venezuela
18999,"tumbes, peru",perú
19000,•mendoza - argentina•,argentina
19001,"san clemente del tuyú, argenti",-
19002,olite/erriberri,españa
19003,xalapa veracruz tabasco méxico,méxico
19004,"zermatt, suiza 🇨🇭",schweiz/suisse/svizzera/svizra
19005,tonterias las justas..!!,-
19006,waikanae beach,new zealand / aotearoa
19007,chiriquí - panamá,panamá
19008,fantasía esperando a bastián.,-
19009,"la loma del orto, a la derecha",-
19010,"reynosa, tamaulipas; méxico",méxico
19011,damascus.,سوريا
19012, usa  ,united states
19013,tokyo de cristal ,brasil
19014,en algún lugar de neuquén,-
19015,ombligo de la luna,-
19016,iquique - la río. indepe.,-
19017,antiguo valle del anáhuac,méxico
19018,°•°•ｊｕｎｇｗｏｎ°•°•,대한민국
19019,entre comala y macondo.,-
19020,🇦🇷🇮🇹 (s/h) - minor ☆ ,-
19021,themyscira,-
19022,gamertag: theon3above,-
19023,san salvador. entre ríos ,argentina
19024,viviendo,united states
19025,la victoria edo aragua ,-
19026,alvaro obregón d.f.,méxico
19027,"tabarnia, españa",-
19028,s.lorenzo del escorial,el salvador
19029,south florida,united states
19030,me maneja un cm de laborabots,-
19031,donde me encuentre ,-
19032,cimmeria academy/méxico,-
19033,"montería, córdoba",colombia
19034,banfield bs. as argentina,argentina
19035,en un país con piloto de 5a,-
19036,"plz.carlos iii,n3 getafe,28903",-
19037,mundo geek,-
19038,85715,united states
19039,casa del ritmo,colombia
19040,calorson.,-
19041,en la concha de la lora,-
19042,cuenca - la troncal . ecuador ,ecuador
19043,cuba - holguín,cuba
19044,🧡,-
19045,ica-peru,perú
19046,"iv región, chile",chile
19047,"tysons corner, va",united states
19048,patagonia norte,argentina
19049,uclvcu,-
19050,🤔,-
19051,stark city,united states
19052,cdad. aut.  buenos aires,-
19053,donbas,česko
19054,argentina - capital federal 🌎,argentina
19055,"saltillo, mexico ",méxico
19056,"iphone: 25.715721,-80.412552",-
19057,estado bolivariano de guárico,-
19058,heroica puebla de zaragoza.,méxico
19059,pateando calles,-
19060,q' xopa y ostia tío ,-
19061,"gdl, mx.",méxico
19062,argentina lanus ,argentina
19063," la plata (bs. as., arg.)",-
19064,estamos donde haya médicos.,-
19065,"arteaga, santa fe, argentina",argentina
19066,barcelona-edo anzoategui,venezuela
19067,@teampanda,-
19068,🙊,-
19069,san lorenzo -paraguay ,paraguay
19070,greyhawk,united states
19071,ud. está aquí 🔴,-
19072,yumbel - chile,chile
19073,"canals, valència",españa
19074,¿en qué parte del mundo estás?,-
19075,"northern territory, australia",australia
19076,"santiago, rep. dominicana",-
19077,españa siempre unida,-
19078,no me acuerdo,-
19079,"tlx, mx",brasil
19080,pies en la tierra.,-
19081,"uberlândia, brasil",brasil
19082,república de luque,argentina
19083,"la romana, dominican republic.",república dominicana
19084,tj/sd,united states
19085,segundo pulsar a la derecha,-
19086,madrid. españa. europa.,españa
19087,comunidad valenciana ( españa),españa
19088,república de mataderos,argentina
19089,"gaia, nuestra gran casa azul.",-
19090,larents¡!🏡,-
19091,"santa maria da feira, portugal",portugal
19092,aquí todos dormimos 🎈,-
19093,uruwhy,-
19094,montreal canada,canada
19095,san miguel de tucumàn,argentina
19096,crackass,-
19097,"cancún, q. roo. mx.",méxico
19098,gt²,中国
19099,cd victoria tamps.mex,méxico
19100,"san nicolas de los garza, n l",méxico
19101,república de mendoza. ,argentina
19102,"sant esteve de les roures, cat",-
19103,"scl afta, chile",-
19104,"joaquin.v.gonzalez, salta",argentina
19105,bien ubicado!!,-
19106,elektronisches konsulat.,-
19107,de mardel a baires,-
19108,uruguayvfhem,-
19109,calle curtidores 3 - jerez,españa
19110,merida. venezuela,venezuela
